arc_start,arc_end,dist_capacity,dist_cost_capital,dist_cost_fixed,dist_cost_variable,dist_flowLimit,dist_h
midlothianL_dist_pipelineLowPurity,fortWorth_dist_pipelineLowPurity,1.0,47949984.100131616,7057.17499665326,4.67115,999999.0,31.00156999912564
montBelvieu_center_lowPurity,montBelvieu_dist_pipelineLowPurity,1.0,0.0,0.0,0.0,99999999.9,216.9
montBelvieu_demand_lowPurity,montBelvieu_demandSector_existing,1.0,0.0,0.0,0.0,99999999.9,538.0
montBelvieu_dist_pipelineLowPurity,baytown_dist_pipelineLowPurity,1.0,0.0,2713.5951909614305,1.7903900000000001,999999.0,104.20179999999749
montBelvieu_dist_pipelineLowPurity,montBelvieu_demand_lowPurity,1.0,0.0,0.0,0.0,999999.0,538.0018000000159
montBelvieu_production_smr-noCCSExisting,montBelvieu_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,216.9
odessa_center_highPurity,odessa_dist_pipelineHighPurity,1.0,0.0,0.0,0.0,99999999.9,23.00161
odessa_center_lowPurity,odessa_converter_purification,1.0,0.0,0.0,0.0,99999999.9,23.00161
odessa_converter_fuelDispenserPipeline,odessa_demand_fuelStation,1.0,0.0,0.0,0.0,99999999.9,23.00161
odessa_converter_purification,odessa_center_highPurity,1.0,0.0,0.0,0.0,99999999.9,23.00161
odessa_demand_fuelStation,odessa_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,23.0
odessa_dist_pipelineHighPurity,odessa_converter_fuelDispenserPipeline,1.0,0.0,0.0,0.0,999999.0,23.00161
odessa_dist_pipelineLowPurity,midland_dist_pipelineLowPurity,1.0,37495457.73573475,5518.50040801098,3.63666,999999.0,1648.0082199999995
odessa_dist_pipelineLowPurity,odessa_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,23.00161
orange_demand_lowPurity,orange_demandSector_existing,1.0,0.0,0.0,0.0,99999999.9,538.0
orange_dist_pipelineLowPurity,orange_demand_lowPurity,1.0,0.0,0.0,0.0,999999.0,538.0017999999955
pasadena_center_lowPurity,pasadena_dist_pipelineLowPurity,1.0,0.0,0.0,0.0,99999999.9,433.8
pasadena_demand_lowPurity,pasadena_demandSector_existing,1.0,0.0,0.0,0.0,99999999.9,538.0
pasadena_dist_pipelineLowPurity,houston_dist_pipelineLowPurity,1.0,23633023.003931537,3478.2572334204206,2.29097,999999.0,730.0089099999329
pasadena_dist_pipelineLowPurity,pasadena_demand_lowPurity,1.0,0.0,0.0,0.0,999999.0,538.0018000000159
pasadena_production_smr-noCCSExisting,pasadena_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,433.8
pearland_converter_fuelDispenserPipeline,pearland_demand_fuelStation,1.0,0.0,0.0,0.0,99999999.9,40.00162
pearland_demand_fuelStation,pearland_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,40.0
pearland_dist_pipelineHighPurity,pearland_converter_fuelDispenserPipeline,1.0,0.0,0.0,0.0,999999.0,40.00162
portArthur_center_highPurity,portArthur_dist_pipelineHighPurity,1.0,0.0,0.0,0.0,99999999.9,359.00162
portArthur_center_lowPurity,portArthur_converter_purification,1.0,0.0,0.0,0.0,99999999.9,359.00162
portArthur_center_lowPurity,portArthur_dist_pipelineLowPurity,1.0,0.0,0.0,0.0,99999999.9,1375.2983799999977
portArthur_converter_fuelDispenserPipeline,portArthur_demand_fuelStation,1.0,0.0,0.0,0.0,99999999.9,359.00162
portArthur_converter_purification,portArthur_center_highPurity,1.0,0.0,0.0,0.0,99999999.9,359.00162
portArthur_demand_fuelStation,portArthur_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,359.0
portArthur_dist_pipelineHighPurity,portArthur_converter_fuelDispenserPipeline,1.0,0.0,0.0,0.0,999999.0,359.00162
portArthur_dist_pipelineLowPurity,beaumont_dist_pipelineLowPurity,1.0,0.0,4249.591917247764,2.80098,999999.0,538.0018
portArthur_dist_pipelineLowPurity,montBelvieu_dist_pipelineLowPurity,1.0,0.0,15523.521608696245,10.127,999999.0,299.2947800000022
portArthur_dist_pipelineLowPurity,orange_dist_pipelineLowPurity,1.0,0.0,4964.966997622087,3.23897,999999.0,538.0017999999955
portArthur_production_smr-noCCSExisting,portArthur_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,1734.2999999999977
quartzsiteL_center_highPurity,quartzsiteL_dist_pipelineHighPurity,1.0,0.0,0.0,0.0,99999999.9,40.00163
quartzsiteL_center_lowPurity,quartzsiteL_converter_purification,1.0,0.0,0.0,0.0,99999999.9,40.00163
quartzsiteL_converter_fuelDispenserPipeline,quartzsiteL_demand_fuelStation,1.0,0.0,0.0,0.0,99999999.9,40.00163
quartzsiteL_converter_purification,quartzsiteL_center_highPurity,1.0,0.0,0.0,0.0,99999999.9,40.00163
quartzsiteL_demand_fuelStation,quartzsiteL_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,40.0
quartzsiteL_dist_pipelineHighPurity,quartzsiteL_converter_fuelDispenserPipeline,1.0,0.0,0.0,0.0,999999.0,40.00163
quartzsiteL_production_smr-noCCSExisting,quartzsiteL_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,40.00163
sanAngelo_center_highPurity,sanAngelo_dist_pipelineHighPurity,1.0,0.0,0.0,0.0,99999999.9,124.00321999999946
sanAngelo_center_lowPurity,sanAngelo_converter_purification,1.0,0.0,0.0,0.0,99999999.9,124.00321999999946
sanAngelo_converter_fuelDispenserPipeline,sanAngelo_demand_fuelStation,1.0,0.0,0.0,0.0,99999999.9,19.00161
sanAngelo_converter_purification,sanAngelo_center_highPurity,1.0,0.0,0.0,0.0,99999999.9,124.00321999999946
sanAngelo_demand_fuelStation,sanAngelo_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,19.0
sanAngelo_dist_pipelineHighPurity,abilene_dist_pipelineHighPurity,1.0,146457158.32182,21555.24793566718,14.22453,999999.0,105.00160999999946
sanAngelo_dist_pipelineHighPurity,sanAngelo_converter_fuelDispenserPipeline,1.0,0.0,0.0,0.0,999999.0,19.00161
sanAngelo_dist_pipelineLowPurity,sanAngelo_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,124.00321999999946
